user_id,name,age,location,signup_date,new_feature_flag
64,SjlPrTKo,35.0,Delhi,bad_date,1.0
65,AABCyljyTl,25.0,Mumbai,2022-05-10,1.0
66,mvCmy,35.0,NY,2022-05-10,0.0
67,PelJpEyB,35.0,Bangalore,bad_date,1.0
68,CsxplLqMXJ,35.0,Tokyo,2021-13-40,1.0
69,zLYBofklja,-1.0,Mumbai,2021-13-40,0.0
70,ccpXHNf,-1.0,Delhi,bad_date,1.0
71,AABCyljyTl,40.0,Mumbai,2020-01-01,0.0
72,wjcWyQud,30.0,Mumbai,bad_date,1.0
73,hQXem,40.0,London,bad_date,0.0
74,FPlBxxSZ,30.0,London,2020-01-01,0.0
75,dXfNGnemC,30.0,NY,2020-01-01,0.0
76,xEpmKKxJ,25.0,London,2020-01-01,0.0
77,EPkflhnhdP,-1.0,London,2021-13-40,0.0
78,VwypuoCwF,-1.0,Tokyo,bad_date,0.0
79,qneYRDXZIo,30.0,NY,bad_date,0.0
80,AABCyljyTl,106.0,Mumbai,2020-01-01,1.0
81,AwoZwQYy,30.0,Tokyo,2022-05-10,0.0
82,ISrKoXQ,106.0,Mumbai,bad_date,0.0
83,engOSQaT,30.0,Delhi,2022-05-10,1.0
84,jsNGN,40.0,London,bad_date,0.0
85,goTzbGPKq,106.0,Mumbai,2020-01-01,0.0
86,AABCyljyTl,25.0,Mumbai,bad_date,0.0
87,ZVxgRz,25.0,Mumbai,2022-05-10,0.0
88,KvzyxhjFM,106.0,Bangalore,2022-05-10,0.0
89,oPvWA,30.0,NY,2020-01-01,1.0
90,LREISxz,40.0,Mumbai,bad_date,1.0
91,tWTZmtSvq,106.0,NY,bad_date,0.0
92,uIQZzbAE,35.0,NY,2021-13-40,1.0
93,fVahTYdO,106.0,Mumbai,bad_date,0.0
94,KHSSStqLN,18.0,London,bad_date,1.0
95,GmJol,30.0,Bangalore,2022-05-10,1.0
96,NKfip,30.0,Bangalore,2020-01-01,0.0
97,AABCyljyTl,40.0,Delhi,2022-05-10,1.0
98,pthBD,30.0,London,bad_date,1.0
99,jFtJzE,-1.0,London,bad_date,0.0
100,nnaPUJiwrE,30.0,Bangalore,2020-01-01,1.0
101,JxpZSfts,25.0,London,bad_date,0.0
102,pYIoDJMcFz,-1.0,London,2020-01-01,0.0
103,OlPljnN,18.0,Delhi,2021-13-40,1.0
104,RGUHqwEMep,106.0,Bangalore,2021-13-40,0.0
105,kOTtAo,40.0,Mumbai,2022-05-10,0.0
106,YpTPydNl,30.0,London,bad_date,1.0
107,YYPtPaBxII,30.0,Bangalore,2020-01-01,1.0
108,WfmbTDVldQ,-1.0,Delhi,2020-01-01,0.0
109,HgcbZgm,106.0,Bangalore,bad_date,0.0
110,xIMXvMiv,25.0,Mumbai,2021-13-40,0.0
111,GWoJlxms,106.0,Tokyo,bad_date,0.0
112,CYsujgS,30.0,Tokyo,bad_date,0.0
113,lHYcrZOkRC,30.0,NY,bad_date,1.0
114,rhUaSh,35.0,Delhi,2020-01-01,0.0
115,PfTgsOE,30.0,London,bad_date,0.0
116,AABCyljyTl,30.0,NY,bad_date,1.0
117,MBMyOA,106.0,NY,bad_date,0.0
118,lFLVIpHbZ,106.0,Mumbai,bad_date,1.0
119,JzVdeFdo,40.0,London,bad_date,1.0
120,LtFpAwPfI,30.0,Tokyo,bad_date,1.0
121,Llxlrxvew,106.0,London,bad_date,1.0
122,XJyeewM,30.0,Tokyo,bad_date,0.0
123,CEDrgs,25.0,London,bad_date,0.0
124,TLYFsElI,-1.0,Tokyo,2021-13-40,0.0
125,sCfol,106.0,London,bad_date,0.0
126,YQFHbWRnj,30.0,Bangalore,bad_date,0.0
127,VsjhIdM,25.0,Delhi,bad_date,0.0
128,Mlvrt,30.0,NY,2022-05-10,0.0
129,FTiNcexwF,106.0,London,bad_date,0.0
130,NfwoJz,106.0,Delhi,bad_date,0.0
131,lZckX,35.0,Bangalore,2021-13-40,1.0
132,pgzwgBl,30.0,Tokyo,bad_date,1.0
133,PdScaVSDDK,18.0,Mumbai,bad_date,0.0
134,vYiXx,30.0,NY,bad_date,0.0
135,eRmEBuq,-1.0,Delhi,bad_date,0.0
136,OdGBkOs,18.0,Tokyo,2021-13-40,1.0
137,QmhkFNIjOz,30.0,Tokyo,bad_date,0.0
138,xWDHGSGhd,25.0,London,2021-13-40,1.0
139,PEsdybt,-1.0,London,2021-13-40,0.0
140,SSFAyCPUxQ,-1.0,London,bad_date,0.0
141,FAXxQRZ,106.0,Mumbai,2021-13-40,0.0
142,imwwBitovr,106.0,Mumbai,2022-05-10,1.0
143,HdeJoLIVTr,35.0,Mumbai,bad_date,1.0
144,VqIIgK,40.0,Mumbai,2022-05-10,0.0
145,tPQIRMJBH,30.0,Tokyo,2022-05-10,0.0
146,aqXrNjZ,35.0,NY,bad_date,0.0
147,RfORTbr,35.0,London,bad_date,0.0
148,FijKGU,30.0,London,2022-05-10,0.0
149,vJmxo,35.0,Bangalore,bad_date,1.0
150,mmYOVkJD,35.0,NY,2020-01-01,1.0
151,OAvikFT,30.0,Tokyo,2021-13-40,0.0
152,TCfRSoNo,106.0,NY,2021-13-40,0.0
153,ReVQUW,30.0,Mumbai,bad_date,0.0
154,AmZtbWRH,-1.0,Mumbai,bad_date,1.0
155,bVyRNy,35.0,Tokyo,bad_date,1.0
156,alhWF,-1.0,Mumbai,2020-01-01,1.0
157,mgmHGdR,25.0,Delhi,bad_date,1.0
158,aAmhwFmvI,25.0,Bangalore,2020-01-01,0.0
159,dBAZCuy,25.0,Delhi,bad_date,0.0
160,naPrMGO,30.0,London,2022-05-10,0.0
161,gsrHRJZ,18.0,London,bad_date,1.0
162,QdOxpc,106.0,NY,bad_date,0.0
163,qquQy,18.0,Mumbai,bad_date,1.0
164,AABCyljyTl,40.0,NY,bad_date,1.0
165,sOTrgtU,30.0,Mumbai,bad_date,0.0
166,rjJtPnew,40.0,Mumbai,bad_date,0.0
167,CqeIpF,18.0,Delhi,2022-05-10,0.0
168,xxLVFwHPcI,106.0,Delhi,bad_date,0.0
169,PJXhFObdO,30.0,London,2020-01-01,0.0
170,Xbhxtxdh,35.0,Bangalore,2021-13-40,0.0
171,HmfMzuD,18.0,Tokyo,2020-01-01,0.0
172,KlFKZkh,25.0,London,2021-13-40,1.0
173,UxeJRq,25.0,NY,bad_date,1.0
174,CppiK,35.0,Mumbai,2020-01-01,1.0
175,PAgkhP,40.0,Tokyo,2020-01-01,0.0
176,AABCyljyTl,30.0,Delhi,bad_date,1.0
177,yZgTduL,106.0,NY,2020-01-01,0.0
178,NQdYHxJr,30.0,Tokyo,2020-01-01,0.0
179,HjYwVcghi,30.0,NY,bad_date,0.0
180,lXAoekXoGF,25.0,Mumbai,2021-13-40,0.0
181,iWiILFRDQb,30.0,Mumbai,bad_date,0.0
182,AABCyljyTl,-1.0,Bangalore,bad_date,1.0
183,nkDGbUCHp,35.0,NY,2021-13-40,0.0
184,vxJivyrhSq,40.0,Delhi,2022-05-10,0.0
185,YgtDqyn,25.0,Mumbai,2020-01-01,0.0
186,cXSvY,30.0,London,2021-13-40,1.0
187,WLjiZyT,-1.0,Mumbai,bad_date,0.0
188,XAYls,25.0,Bangalore,bad_date,1.0
189,FRIoafgn,40.0,Mumbai,2022-05-10,0.0
190,tuDkCdAN,106.0,Tokyo,2022-05-10,0.0
191,JgYuPrWNk,35.0,London,bad_date,0.0
192,ccLPBhUhW,-1.0,Mumbai,2022-05-10,0.0
193,ZMprRBKp,18.0,Mumbai,bad_date,1.0
194,rfvpUTG,18.0,Mumbai,2020-01-01,0.0
195,YOOELEi,35.0,Tokyo,bad_date,1.0
196,OtQmDKjwv,30.0,NY,2021-13-40,1.0
197,vOVTMd,30.0,Tokyo,bad_date,0.0
198,DZytXx,30.0,London,2022-05-10,0.0
199,sOLHKFjmD,-1.0,Mumbai,bad_date,1.0
200,OKJzyDW,18.0,Delhi,bad_date,0.0
201,gJtYQXP,106.0,London,bad_date,1.0
202,XeWIMlR,30.0,Delhi,2020-01-01,0.0
203,KhGEmIBHc,18.0,Bangalore,bad_date,0.0
204,yJhYYiHTyH,25.0,Tokyo,2020-01-01,0.0
205,qHVeDBL,-1.0,Bangalore,bad_date,0.0
206,vRWbRO,-1.0,Mumbai,2020-01-01,1.0
207,YWTaDfZoZC,30.0,London,2021-13-40,0.0
208,Sykfix,-1.0,Bangalore,2021-13-40,0.0
209,arpJkF,35.0,Mumbai,2021-13-40,0.0
210,RAeIjhqm,35.0,Bangalore,2021-13-40,0.0
211,xnrEDn,35.0,Bangalore,bad_date,1.0
212,dgpvAU,30.0,Tokyo,2020-01-01,1.0
213,JHWtlXy,-1.0,Mumbai,bad_date,0.0
214,tKVNPQNJE,106.0,Bangalore,bad_date,0.0
215,xKeDdCADh,25.0,London,2022-05-10,1.0
216,wJLzUxcgv,25.0,Mumbai,bad_date,0.0
217,yPLuQMEcr,35.0,Delhi,2020-01-01,0.0
218,WdWbv,25.0,Delhi,2021-13-40,0.0
219,YHvZtTVtJI,35.0,NY,2021-13-40,1.0
220,SgZugYRNYy,35.0,NY,2022-05-10,1.0
221,BQmsoWLf,106.0,London,2020-01-01,0.0
222,FWUmdExI,30.0,NY,bad_date,0.0
223,MumlSc,40.0,NY,2022-05-10,0.0
224,mVDEOQm,30.0,London,bad_date,0.0
225,BvoCEMjJCc,-1.0,London,2022-05-10,1.0
226,IOqvhtNySp,35.0,Delhi,2020-01-01,0.0
227,VDYCgmkH,25.0,Bangalore,bad_date,0.0
228,eLjnJFT,106.0,London,2021-13-40,0.0
229,LDyTrXaWY,40.0,Tokyo,2021-13-40,1.0
230,VKKumqoy,30.0,Mumbai,2022-05-10,0.0
231,nAzfZyR,35.0,NY,2022-05-10,0.0
232,qcSMaCE,-1.0,Tokyo,2021-13-40,0.0
233,hrtRzIJ,106.0,London,2021-13-40,1.0
234,YHziPiLz,106.0,Tokyo,bad_date,0.0
235,ZXBRdQcah,25.0,Delhi,2022-05-10,1.0
236,KaAtG,40.0,Mumbai,bad_date,0.0
237,VIaBvaLBo,25.0,London,2022-05-10,1.0
238,JPVffhjBQn,18.0,Mumbai,bad_date,0.0
239,XxmKpRe,25.0,Bangalore,2022-05-10,1.0
240,NetCcaizwO,35.0,NY,2021-13-40,1.0
241,UVlUJ,-1.0,Bangalore,bad_date,1.0
242,cdWUDbW,40.0,Mumbai,2022-05-10,1.0
243,ENLuei,30.0,Delhi,2020-01-01,0.0
244,JCtMPJeM,30.0,Bangalore,2021-13-40,1.0
245,wRrNX,-1.0,Bangalore,bad_date,0.0
246,boZzsWw,25.0,Delhi,bad_date,1.0
247,tOpmdntOiu,25.0,NY,2020-01-01,0.0
248,aqsog,106.0,Mumbai,bad_date,0.0
249,CAfeCFOS,-1.0,Bangalore,bad_date,0.0
250,AABCyljyTl,25.0,NY,bad_date,1.0
251,LDZmB,40.0,NY,bad_date,0.0
252,hpzdwv,30.0,Bangalore,2021-13-40,0.0
253,sXLzG,30.0,Mumbai,2021-13-40,0.0
254,pXrGPr,-1.0,Mumbai,2021-13-40,0.0
255,YhqXkqYYpK,30.0,London,2022-05-10,0.0
256,OqoOsWkZj,40.0,Tokyo,2021-13-40,1.0
257,XyKwp,25.0,Mumbai,bad_date,1.0
258,Ihpniwtx,18.0,Mumbai,2022-05-10,1.0
259,uAVJCPsUB,30.0,Tokyo,2020-01-01,1.0
260,fmIiF,-1.0,London,2021-13-40,1.0
261,JuNYwanAAE,30.0,Delhi,2022-05-10,0.0
262,tyJJhZzp,106.0,Delhi,bad_date,0.0
263,gWhqx,30.0,Mumbai,2022-05-10,0.0
264,sfLxdcKb,40.0,Mumbai,bad_date,1.0
265,JiZmj,30.0,Tokyo,bad_date,1.0
266,wyPGjIuMT,18.0,London,2020-01-01,1.0
267,uKkNQdfT,106.0,Tokyo,2021-13-40,0.0
268,kfIzYqu,106.0,Mumbai,2021-13-40,0.0
269,sRGQK,-1.0,Bangalore,2020-01-01,0.0
270,EIqmgthuF,25.0,Bangalore,2022-05-10,0.0
271,jHKHZCzh,30.0,Mumbai,2020-01-01,1.0
272,GTXzktDH,40.0,London,bad_date,1.0
273,vRzebNpo,40.0,Delhi,bad_date,0.0
274,ODOzAD,40.0,Tokyo,2021-13-40,0.0
275,QtQcLCZfR,35.0,Bangalore,bad_date,0.0
276,TbnSeSg,40.0,Tokyo,2022-05-10,0.0
277,QEsKGi,30.0,London,bad_date,0.0
278,QPDBFi,40.0,NY,2022-05-10,0.0
279,pnSZJeY,30.0,Mumbai,2020-01-01,0.0
280,ZTgTm,18.0,Mumbai,bad_date,0.0
281,NJzEnv,106.0,NY,bad_date,1.0
282,PNuMKTxzET,18.0,Bangalore,bad_date,0.0
283,MxIsd,-1.0,Tokyo,bad_date,1.0
284,YQzqoC,40.0,Bangalore,bad_date,0.0
285,OUNcGRaW,35.0,NY,2021-13-40,1.0
286,aXkJgHiW,35.0,NY,bad_date,0.0
287,seIHcGLNwe,30.0,London,bad_date,0.0
288,yglJaK,40.0,Mumbai,2020-01-01,0.0
289,KylePftp,30.0,NY,2021-13-40,0.0
290,HJdDFi,25.0,Tokyo,2022-05-10,0.0
291,GhvJSe,25.0,London,bad_date,1.0
292,EtYqh,30.0,NY,2021-13-40,0.0
293,mFLoW,35.0,Mumbai,2022-05-10,0.0
294,AABCyljyTl,106.0,Delhi,2020-01-01,1.0
295,kFjuHOP,30.0,London,bad_date,0.0
296,fzEBYZWg,35.0,London,2022-05-10,1.0
297,vCiyZdEal,30.0,Delhi,bad_date,0.0
298,AGAvKeBG,-1.0,London,2020-01-01,1.0
299,eVYiqEN,-1.0,Mumbai,bad_date,0.0
300,dKLSdewxFq,-1.0,London,bad_date,0.0
301,jahazsAQnt,-1.0,Tokyo,2021-13-40,1.0
302,MgUrwBn,35.0,Mumbai,2022-05-10,0.0
303,exszDtnfDL,25.0,NY,2021-13-40,0.0
304,aSacsVjXb,35.0,London,2021-13-40,0.0
305,MvqvLoetAU,30.0,NY,2022-05-10,1.0
306,ZXdyoRrCa,18.0,NY,bad_date,0.0
307,OMmtYZOMC,35.0,Mumbai,2022-05-10,0.0
308,avmsRT,30.0,Mumbai,2020-01-01,1.0
309,NtMpk,-1.0,Mumbai,2021-13-40,0.0
310,zdZLeVUB,40.0,Tokyo,2020-01-01,0.0
311,xMEAHuE,35.0,Delhi,bad_date,0.0
312,YmnqPKMqod,35.0,Mumbai,2020-01-01,0.0
313,ffxqgsOxy,30.0,Mumbai,2021-13-40,0.0
314,iJQKc,18.0,Delhi,bad_date,0.0
315,hKYucpQ,35.0,Mumbai,2020-01-01,0.0
316,SCCefPgd,-1.0,NY,2021-13-40,0.0
317,gQtGHE,106.0,Tokyo,bad_date,1.0
318,bdUxg,35.0,Mumbai,bad_date,0.0
319,gWcWwLz,18.0,Bangalore,2022-05-10,0.0
320,iljoTbGm,40.0,Tokyo,bad_date,1.0
321,TyetvHPm,18.0,Bangalore,2022-05-10,0.0
322,PZOsCzVAu,-1.0,London,bad_date,0.0
323,FbQoQys,40.0,Mumbai,bad_date,1.0
324,YfInQV,25.0,Mumbai,bad_date,1.0
325,DZuWZj,106.0,Tokyo,bad_date,1.0
326,PKVbKXD,106.0,Mumbai,2022-05-10,0.0
327,RQYCjb,35.0,Delhi,2020-01-01,0.0
328,lBaVkgLVR,25.0,Mumbai,bad_date,1.0
329,hKhfB,35.0,Tokyo,bad_date,0.0
330,tWufp,106.0,Delhi,2020-01-01,0.0
331,MwHzqK,-1.0,NY,bad_date,0.0
332,OlEjpJgLX,40.0,London,bad_date,1.0
333,SODjqQFH,106.0,Mumbai,2020-01-01,0.0
334,hMmZiUeK,35.0,Mumbai,2020-01-01,0.0
335,xnmdnfa,35.0,NY,2020-01-01,0.0
336,vivTstRPEN,18.0,Delhi,2020-01-01,1.0
337,dRpqXdit,35.0,Mumbai,bad_date,0.0
338,WYrZUKwHF,40.0,Mumbai,bad_date,0.0
339,fkjKL,40.0,Bangalore,2020-01-01,1.0
340,IpeuCzc,106.0,London,2022-05-10,0.0
341,AABCyljyTl,-1.0,Mumbai,2020-01-01,0.0
342,GyfkHYygOy,18.0,Delhi,2022-05-10,0.0
343,eCjUtxn,30.0,Bangalore,2020-01-01,0.0
344,RDhKfI,-1.0,Mumbai,bad_date,0.0
345,YECRQvBT,106.0,London,2020-01-01,1.0
346,yeULAU,18.0,Bangalore,2022-05-10,0.0
347,ZhXxXilkce,106.0,Mumbai,2021-13-40,0.0
348,ZGRnVV,-1.0,NY,bad_date,0.0
349,CCSBVaKE,18.0,Delhi,2020-01-01,1.0
350,vhENW,40.0,Tokyo,bad_date,0.0
351,OOTTTnIDy,18.0,Delhi,2022-05-10,1.0
352,hFKcUrmM,35.0,Bangalore,2020-01-01,0.0
353,bQpozKf,35.0,Bangalore,2022-05-10,0.0
354,pMOqLF,40.0,Delhi,2020-01-01,0.0
355,kQMNTQAi,35.0,Delhi,bad_date,0.0
356,uOBDjTkcb,18.0,Bangalore,bad_date,0.0
357,KoQAHgb,106.0,Mumbai,bad_date,1.0
358,xXyCrRnRe,18.0,London,bad_date,0.0
359,AABCyljyTl,35.0,Mumbai,bad_date,1.0
360,AABCyljyTl,30.0,Tokyo,2021-13-40,1.0
361,SHJnvb,30.0,London,2021-13-40,1.0
362,aVHFanPpYH,106.0,Tokyo,2020-01-01,0.0
363,SxlpBGEa,40.0,Delhi,2021-13-40,0.0
364,DEoJzro,25.0,Mumbai,2022-05-10,1.0
365,nKUphNU,106.0,Delhi,2022-05-10,0.0
366,vqhbzpVvM,-1.0,Mumbai,bad_date,1.0
367,QrLJHyWsp,30.0,Tokyo,bad_date,0.0
368,TjfgnQNjJr,18.0,London,bad_date,0.0
369,lTvUtEy,18.0,Delhi,2020-01-01,0.0
370,TEXdU,106.0,Bangalore,2020-01-01,0.0
371,tpcShkvDVx,25.0,Delhi,bad_date,0.0
372,jerZqdxkOD,30.0,Mumbai,bad_date,0.0
373,gwwwy,30.0,Delhi,2021-13-40,0.0
374,AABCyljyTl,25.0,London,bad_date,0.0
375,taqRjJGmKr,18.0,Mumbai,bad_date,0.0
376,ApdcXxBB,35.0,Bangalore,bad_date,1.0
377,ZrUsjXVulL,30.0,NY,2021-13-40,0.0
378,bAgKPtHOGE,106.0,Mumbai,2021-13-40,1.0
379,AABCyljyTl,35.0,Mumbai,2022-05-10,0.0
380,cgxgn,25.0,Mumbai,bad_date,0.0
381,KGpIIo,18.0,London,2020-01-01,0.0
382,vUAGoO,25.0,NY,2022-05-10,0.0
383,knBkKpczk,35.0,Bangalore,bad_date,0.0
384,maefDzX,18.0,Bangalore,2022-05-10,0.0
385,LfnmZ,106.0,Mumbai,2020-01-01,0.0
386,cQTSsJwg,30.0,Mumbai,bad_date,1.0
387,ahHrU,106.0,Mumbai,bad_date,0.0
388,TeQjuYo,106.0,Mumbai,2021-13-40,0.0
389,PHPfKdXi,30.0,Mumbai,2020-01-01,1.0
390,zDwFOFSTL,30.0,Mumbai,2021-13-40,0.0
391,VfvcnqKJ,35.0,London,bad_date,0.0
392,LlXTAJGwL,25.0,Mumbai,2020-01-01,0.0
393,JuRDZcHiSS,25.0,Mumbai,bad_date,1.0
394,NqroA,30.0,NY,bad_date,0.0
395,umxPxSxg,30.0,Bangalore,2022-05-10,0.0
396,aubCQPYHUD,106.0,Mumbai,2020-01-01,0.0
397,XsclxDGy,106.0,Mumbai,2022-05-10,1.0
398,xfIasGPCtf,-1.0,London,2021-13-40,0.0
399,hLLfFjWu,30.0,Tokyo,2020-01-01,0.0
400,LfvWRE,30.0,Mumbai,2020-01-01,0.0
401,xEAYaMCw,30.0,Delhi,2021-13-40,0.0
402,OVJjQfIFq,35.0,Mumbai,2020-01-01,0.0
403,YVNoYYxg,35.0,Tokyo,2020-01-01,0.0
404,UARCqMClkL,-1.0,Mumbai,2020-01-01,0.0
405,gKYjCHKNDE,35.0,Mumbai,2021-13-40,0.0
406,vMRoSQBbhI,30.0,Bangalore,2021-13-40,1.0
407,ZJhdOk,-1.0,Tokyo,bad_date,0.0
408,QfTMSMD,-1.0,NY,bad_date,1.0
409,oIWuXYqCan,35.0,Bangalore,2022-05-10,0.0
410,RVKHNCFO,40.0,Tokyo,2020-01-01,0.0
411,xZdYMgc,106.0,Bangalore,2021-13-40,0.0
412,gEnrKih,35.0,Bangalore,bad_date,1.0
413,OGRpP,25.0,Bangalore,2020-01-01,0.0
414,Oqljd,30.0,Tokyo,bad_date,0.0
415,CusTIrpX,30.0,Tokyo,bad_date,0.0
416,ZQZaIxVF,25.0,London,2022-05-10,0.0
417,JqVXu,40.0,Mumbai,bad_date,0.0
418,bAOAAzp,-1.0,Bangalore,bad_date,0.0
419,AXiXBad,30.0,London,2021-13-40,0.0
420,SwfBKY,35.0,Mumbai,2022-05-10,0.0
421,QdJbLbdjnd,106.0,NY,bad_date,1.0
422,vxvquga,35.0,Bangalore,2021-13-40,0.0
423,NEKdW,35.0,Mumbai,2020-01-01,1.0
424,peNwuIyBhu,18.0,Bangalore,2021-13-40,0.0
425,pGpUYTHXa,35.0,Mumbai,2022-05-10,1.0
426,gaFBXp,30.0,NY,bad_date,0.0
427,rvHAilRkjP,40.0,Delhi,2020-01-01,1.0
428,xCpdfLzrg,-1.0,London,2020-01-01,0.0
429,odkzr,30.0,London,bad_date,0.0
430,EDsqwamlMw,30.0,London,2022-05-10,1.0
431,JryxOz,40.0,London,bad_date,1.0
432,FRShCnUdda,30.0,Mumbai,bad_date,0.0
433,QENlb,25.0,London,2022-05-10,0.0
434,yOtlOMpyA,25.0,Mumbai,2020-01-01,1.0
435,amYZJNhiD,40.0,NY,bad_date,0.0
436,Mzslzd,30.0,Mumbai,2020-01-01,0.0
437,IAPuV,30.0,Tokyo,bad_date,0.0
438,YqKBR,106.0,Bangalore,bad_date,0.0
439,EDttEUe,25.0,Mumbai,2020-01-01,1.0
440,AsTzzF,-1.0,London,2022-05-10,1.0
441,wlAohi,18.0,NY,2022-05-10,0.0
442,IvrfJ,40.0,London,2022-05-10,0.0
443,iRbcDiGcD,25.0,NY,bad_date,0.0
444,VAvYHTL,18.0,NY,2022-05-10,0.0
445,lFyzl,30.0,Mumbai,bad_date,1.0
446,PQjInL,18.0,Mumbai,2020-01-01,0.0
447,FdtgaBVJ,25.0,Mumbai,2022-05-10,0.0
448,fyFcOAgzg,25.0,NY,bad_date,0.0
449,UOHBt,25.0,Mumbai,2021-13-40,1.0
450,AABCyljyTl,40.0,London,2022-05-10,0.0
451,WzNsPV,18.0,Mumbai,bad_date,0.0
452,fgymSoTvj,-1.0,Mumbai,2022-05-10,0.0
453,EgaIJ,30.0,Delhi,bad_date,0.0
454,fwEnBDF,40.0,Tokyo,2021-13-40,1.0
455,NvOztCnp,35.0,Bangalore,bad_date,0.0
456,uhSglOXfAO,25.0,London,2020-01-01,0.0
457,KKiYaehWw,25.0,Delhi,2021-13-40,1.0
458,tFLWuI,18.0,Mumbai,2022-05-10,0.0
459,cOjzaSWAk,18.0,Mumbai,2022-05-10,1.0
460,AmibmaiZO,-1.0,Delhi,2021-13-40,0.0
461,vkaKVCLD,18.0,London,2021-13-40,0.0
462,YoFkWDn,30.0,Mumbai,2020-01-01,1.0
463,DArgA,-1.0,London,2020-01-01,1.0
464,QDKYDONXx,35.0,NY,2022-05-10,0.0
465,SzntPlKPv,-1.0,Delhi,bad_date,0.0
466,aRmeJQdWy,-1.0,Mumbai,2020-01-01,0.0
467,nXJVzkMTk,35.0,Mumbai,bad_date,0.0
468,RsOgeX,35.0,Delhi,bad_date,0.0
469,NCczG,-1.0,Delhi,2022-05-10,0.0
470,TzZVolDcP,25.0,Bangalore,2020-01-01,1.0
471,bsSOxgAqa,40.0,Mumbai,2022-05-10,1.0
472,EqFnCmyF,18.0,Mumbai,2020-01-01,0.0
473,wvNsuxDY,106.0,Mumbai,2020-01-01,0.0
474,LPCSk,25.0,London,bad_date,1.0
475,hPjzZSALOp,40.0,Delhi,bad_date,0.0
476,cfilnRfMn,35.0,Mumbai,bad_date,1.0
